ascii,unicode,collection,pairs,reserved,premium,status,notes,hash,nope,beachfront,description,tier,tier (toptlds),emoji,reserved
pharaohs,pharaohs,culture,pharaoh,,"ancient, egypt, egyptian, emoji, lang, language, lost, mystic, mystical, mythic, mythical, original, sacred, script, scripts, write",,,cc2388eb7ee4b820f5724215ed40e8cf15a743ec29d1fda033f9039cd86e17b3,,TRUE,,COMMON,COMMON,,
phlegm,phlegm,dictionary,,,,,,6708aaf6a4e39a51ff6fabe1d737be80c2074237e409eebcbb5b616954e1aeaa,,,,COMMON,COMMON,,
photachyon,photachyon,science,,,,,,df164b5c40bc9abbff038c9a5e2793f755776d71299c4d1eec592350da847d47,,,,DEFAULT,DEFAULT,,
photogs,photogs,photography,,,,,,e4337ea5bd82c6e05b8c51a8002af53b54e0d986bac382d5f09faaf646bc90e6,,,,COMMON,COMMON,,
phreaks,phreaks,,,,,,,b2b7d91ed2919ef55d22d9fb39d7a941de2119df7dfa579cd87a8ca23279f6bb,,,,DEFAULT,DEFAULT,,
phryne,phryne,dictionary,,,,,,0a6b2f87e961f1a14b6bef230f77544c8ea3200e3872ebb47d0a85d567869753,,,,COMMON,DEFAULT,,
picus,picus,deus ex,,,,,,8e4729b54a9a6d646993c42e90fe2050e3f56d6d0dc98d5f2138d28cdf506a4a,,,,COMMON,COMMON,,
picuscommunications,picuscommunications,deus ex,,,,,,39ea622d595b24f680e95478ba174d520971b071c303839386f9d2c3fdf958d3,,,,DEFAULT,DEFAULT,,
picustv,picustv,deus ex,,,,,,5d75bbb16a758531658766482b12f7008e8b98188591a3a899a39aaef26ee05f,,,,DEFAULT,DEFAULT,,
pidge,pidge,,,,,private,,fd7e05f96060ca140c9fb07e8f3fab28b56ac8fff596e5fa3995f1aa9dfd5efd,,,,DEFAULT,DEFAULT,,
pigeon,pigeon,nature,,,"app, carry, carrier, chat, mail, message, my, ny, newyork, sub, subway",,,8a04fc90980a94f813367a0b3794cbe74aa9bf88bcc26a43663d77e22edb5951,,TRUE,,RARE,RARE,,
piori,piori,science,,,,,,2486c656355bebf9d09f57784bd958e9ad2979f764a59829fe062c516225e5fd,,,,DEFAULT,DEFAULT,,
pirandello,pirandello,&c,,,,,,ee00677f2d99d94dea6a50e14ad5827c580c9de4e3bd49b11881053138f88962,,,,COMMON,DEFAULT,,
planetesimals,planetesimals,,,,,,,d940a13e4f3e9b2f83bc9bd04586882708889ea9e4b02bcd49d97eb0ca93730c,,,,DEFAULT,DEFAULT,,
playsmart,playsmart,"game, sports",,,,,,5977704422eae5a85a8ecb09184824c3b9b9b965ef6e02ee0474f7023e98eaac,,TRUE,,DEFAULT,DEFAULT,,
plethora,plethora,generic,,,,,,8b4583298cdf0a7ecbbf9495bf60ae524d6448be7b72ff305bed10190fae5937,,TRUE,,COMMON,COMMON,,
pluriverse,pluriverse,,,,,,,77d0992852b64ee960ce32d6b436f910aad87ff1633475e73d9164434e1ca2f1,,TRUE,,DEFAULT,DEFAULT,,
podspot,podspot,media,,,,,,e012ab0642ab53c69e22a24dd531327c04af7b843b02e3ce37b722612f5756a8,,,,DEFAULT,DEFAULT,,
polycarp,polycarp,&c,,,,,,ff296d8a4720f0df19ddb23758599a54331cb77aace1b99494dc0cde790fcbfe,,,,COMMON,COMMON,,
polyquine,polyquine,&c,,,,,,c732bf49a3b24f35a508153f2b4ba5aa6f589a5631b86277efce13d8bd4740c8,,,,DEFAULT,DEFAULT,,
pondering,pondering,write,ponderings,,"life, lifes, my",,,e6367575a0746561ca05c0257dfe90bc9542e42911b26da9433a2f6a9719a912,,TRUE,,COMMON,COMMON,,
ponderings,ponderings,write,pondering,,"life, lifes, my",,,104a61b644e5d47371b9bf460b561cad4a20e4d2add4012db2ff99e075dff3a2,,TRUE,,DEFAULT,DEFAULT,,
porteno,porteno,&c,,,,,,43c0b057fe02e08c39abfb446a3ceb8ee58bfa79298695515c2a81af3a453324,,,,COMMON,COMMON,,
posthumous,posthumous,,,,,,,875eb6b489e6801ea3a82ed8324b2c38f76c2b1ad124371178e41e43614ac5b3,,,,COMMON,COMMON,,
postseason,postseason,sports,postseasons,"mlb, nascar, nba, nfl","baseball, basketball, football, mvp, race, racing, stat, stats",,,9fa0d618d5c11c5dbf2a26dd528e2f36cdd96ccc99ded46d2085c87f6c55507b,,TRUE,,COMMON,COMMON,,
postseasons,postseasons,sports,postseason,"mlb, nascar, nba, nfl","baseball, basketball, football, mvp, race, racing, stat, stats",,,ed26d34a01dee0cd10cb740f94784469ef764bcc8b2d79f79a08707db74aff75,,TRUE,,DEFAULT,DEFAULT,,
potemkin,potemkin,,,,,,,d79f9b2334ac33ee7809ec24d1121a1638f9b26b279b009685b11bf33579d6e7,,TRUE,,DEFAULT,DEFAULT,,
prefront,prefront,science,,,,,,19f1cd32d6223048645fc9e9b156f492fba5d9e54549ca6c288d42c05ae1afc2,,,,DEFAULT,DEFAULT,,
prefrontal,prefrontal,science,,,,,,8bfbe325efd0e65ebc4bec6b4a088c4020faa0dc41d31d5f0030b877640a971b,,,,DEFAULT,COMMON,,
prodding,prodding,&c,,,,,,366b40a24c07bda539da2585089f8e627a80e02823817b4730551dc6a34458bc,,,,DEFAULT,COMMON,,
programtek,programtek,&c,,,,,,6c44b0f8d6b99641d9e79be8ffe76f0e7e11623a1ded643a4958987ab4ac7685,,,,DEFAULT,DEFAULT,,
prolege,prolege,,,,,,,06730f35ce8839679a74f41fe80ca51275c5369d7b73352aae9f2fdbc4bebf5f,,,,DEFAULT,DEFAULT,,
proletarian,proletarian,dictionary,,,,,,633b2dc6a9f515d7e4564efe001c19f89ea0015e4da52be14d06ecc2794c2dd3,,,,DEFAULT,COMMON,,
prosthetics,prosthetics,deus ex,,,,,,c80b36be747c5b81fd28228c68d1dc7187bcb6b4cd67c4906af077aac3e8c894,,,,DEFAULT,COMMON,,
prothetic,prothetic,&c,,,,,,058dda14a0b7f69993287a2f6f2beee433a3f3d08b3a530d170c501c6f2fbc2a,,,,DEFAULT,COMMON,,
protohub,protohub,"design, development, tech",,,,,,787a925552e2d14f76978f9dd990c7ac289d570c45890b84e1a8be072b46b919,,,,DEFAULT,DEFAULT,,
puddin,puddin,,,,,,,ed43a1a362c67ae9bbe645ee924533cf918d4e8ce3e0127b579cea56c80307ed,,,,DEFAULT,DEFAULT,,
puns,puns,culture,,,"bad, dad",,,3e0d45342947338c5daf86063eb566a6373b1a28c099156fd06f2246cb4ac787,,TRUE,,RARE,RARE,,
punycoder,punycoder,tech,,,,,,e98347adcd32a37830f70fd4967a086559d0f576f2dc39b612875fa9aa08c9ea,,,,DEFAULT,DEFAULT,,
purityfirst,purityfirst,deus ex,,,,,,5137dc2ae13f14561c50e55d6ecea68381258cdb7d47c61bfc6064c18fefe3f5,,,,DEFAULT,DEFAULT,,
pursuant,pursuant,dictionary,,,,,,159927e31b96b8ccb4876dafcff3f67408c178d2e27cf81459e135ecc560114d,,,,RARE,EPIC,,
pussywagon,pussywagon,,,,,,,c46b62a69c43ed5c4a4fbe0b06e0991c6b987e8c94e36cb5761c8c6e91eb1b54,,,,DEFAULT,DEFAULT,,
pxem,pxem,development,,,,,,9985ea112412b64b87392aa8293aca23befa49927f221f05ddce1c090731aa14,,TRUE,,DEFAULT,COMMON,,
pynk,pynk,generic,,,,,,d0d1e129930b27a21ab0818d9860a7d7f93f6b139472df082a8e04d7f313f9e3,,TRUE,,DEFAULT,COMMON,,
qras,qras,&c,,,,,,b8a10e8069a3fe519aa45aa90168f044b506e8533191a4d559d45a05961630fb,,,,DEFAULT,COMMON,,
quadplex,quadplex,dictionary,,,,,,846aa70bccabf2d6ed594908e1151f4759646d900a37d9ad0a17c001e2064a93,,,,DEFAULT,COMMON,,
queree,queree,tech,,,,private,,4f86efd497015d3a2e0fb708f9964d403b7826b492bd75407686d9305a68c199,,,,DEFAULT,DEFAULT,,
quiescence,quiescence,dictionary,,,,,,7a7099a1c3118dc10b547f2cfa43e06d6658e8d33a2a46640e03a228d0fd7783,,,,COMMON,RARE,,
quietude,quietude,,,,,,,9d55ba77a6483248180bc58fc5e21035d2a095d817b76ec0052b00cc06e1cba0,,,,COMMON,RARE,,
ravenous,ravenous,&c,,,,,,d263d576315140b6bf7814d2be73daf520be03e2e7c1a9153a19e0f02669fa6d,,,,COMMON,RARE,,
rawcode,rawcode,"development, tech",,,,,,b2aa8c7519f0516d03a2ba9ef6f1e5376803bdec677e34d05f46e28cd05e334e,,,,DEFAULT,DEFAULT,,
rebreather,rebreather,deus ex,,,,,,39368e82af52b4aace2f5655655266841d1cb7ee8abb9a6897bd1377a1ea2277,,,,COMMON,DEFAULT,,
residuum,residuum,,,,,,,358aa724879df2b979ebcc1c0d0c813dea4215cf9d29f312cc7bab632388e451,,,,COMMON,RARE,,
resistor,resistor,tech,,,,,,6afdce47680abdcab8793771d62c8bd6aa9dabfe43b509f1048efebeddc9d194,,,,RARE,COMMON,,
retvrn,retvrn,,,,,,,9fc73dae7cf1fca741fbf29aa8a3629d55b2f093f05c24728e86a8d3034dbea0,,,,DEFAULT,DEFAULT,,
revoir,revoir,,,,,,,33fe2c1298838f1b855aea7678a750a7aa645a45f097ff491c09a174b187dc16,,,,RARE,RARE,,
revu,revu,&c,,,,,,ce5e0c2e4d6363bd4c159b5a9b5b39f9105f92d661702d86156173bd98c9c19f,,,,EPIC,COMMON,,
ridgewood,ridgewood,cyberpunk,,,,,,183420f2772370c2a57dcb92b02fe19a49056c7121446d553ce00ab1320e5f27,,,,DEFAULT,DEFAULT,,
righty,righty,"design, generic, politics",lefty,,,,,74b5ec665e9cb4770f5bf1c6414acfeb953e25fe0b93cebb6a1756b77de7117a,,TRUE,,COMMON,COMMON,,
risc,risc,tech,,,,,,e731851717691a1b461710f0a3065c2240c5e7943f998f1b740b5190a302c369,,,,COMMON,COMMON,,
roosh,roosh,&c,,,,,,f5edf4763ef3a7b3bf3a5d01ec8865baa86c0e3bbed3008102fc62ae5f4d458f,,,,DEFAULT,DEFAULT,,
rootserve,rootserve,,,,,,,553535f8bc025e17ce84417abc914384b22c7a93eea557ac30567711470dde0f,,TRUE,,DEFAULT,DEFAULT,,
roshi,roshi,&c,,,master,,,902c0e60dac553574e5b913057243924bd4ea478e7a437d4adf8e3b65ac31a10,,,,COMMON,COMMON,,
roster,roster,"media, music, sports",,,"baseball, basketball, concert, fantasy, festival, football, hockey, league, music, rugby, season, sports",,,34f3c8d331d4ad31daafdc585dca5a9a5433a101e7870968fbec4c620a9520b2,,,,COMMON,EPIC,,
route69,route69,&c,,,,,,f49cceda491ffe826e4bec1a709faf536c1eb77121f819fc674640b8ea98c31a,,,,RARE,DEFAULT,,
runi,runi,&c,,,,,,47f9d1db55d6f0a86faed0227b605e19616b0287062aeae2ec25eeca558abbbb,,,,DEFAULT,COMMON,,
ruo,ruo,&c,,,"growth, index",,,e84ae852f951d84089e5a29194678275084fb7f34864d62acc766abb9d3c519b,,,,RARE,RARE,,
rvre,rvre,,,,,,,1a93d55cb58fad8b4472cd35ea6a8d9e911ab8ea6e6da7bf65619c9123cfd37e,,,,DEFAULT,COMMON,,
sailorwave,sailorwave,&c,,,,,,b2f8307bfe871cafc836b71cbcf1c14f5cb729c30a534c9d74a5a8365c62de9f,,,,DEFAULT,DEFAULT,,
saltswap,saltswap,&c,,,,,,9c9f9c28397fc8e5511d073f70d1f2562529d97df486d29c1e7867cd71bed1ff,,,,DEFAULT,DEFAULT,,
sarif,sarif,deus ex,,,"industries, robotics",,,246771a0d5250462e0d320fed0ce988acac20016b252cc1cadba8077ac6da219,,,,COMMON,COMMON,,
satoi,satoi,&c,,,,,,df1b166baa4c7d636aff8128d8d49b069c03a39f8089ab033b2c011adbd6375d,,,,DEFAULT,DEFAULT,,
saturnalia,saturnalia,culture,,,,,,9c476431d068181dcd18bc9c73731f76cc389eb2b458b13fad5b35fe29ba9ece,,TRUE,,COMMON,RARE,,
savepoint,savepoint,game,savepoints,"microsoft, ms, nintendo, ninty, playstation, ps, sony, xbox","app, game, my, no, your",,,bca78d57db2184aea039420e546517210434fa21fad3823a5718b9031e1cde33,,TRUE,,DEFAULT,DEFAULT,,
savepoints,savepoints,game,savepoint,"microsoft, ms, nintendo, ninty, playstation, ps, sony, xbox","app, game, my, no, your",,,0d372c634283ace5191e5ba7cc0a4c56424dd6bd9a48db82cf5324ab54ac58b8,,TRUE,,DEFAULT,DEFAULT,,
scaly,scaly,&c,,,,,,533158c4c05ddb99cccfa1779cd3b92049c4799db8c7a59dafaca594e2330081,,,,COMMON,COMMON,,
sceptre,sceptre,dictionary,,,,,,648580b40d00ab36360988e9c41c064a5a49390c0c295ca79ca339d86765d890,,,,COMMON,COMMON,,
scorch,scorch,dictionary,,,,,,74e42c1935c94a057d5645a859a4b05f6c9b1b8f02222493945dd0eb5e8cf889,,,,COMMON,COMMON,,
scrabbler,scrabbler,&c,,,,,,9b35c1da209f8daccccab8ffe9a8e4a1ee91f4969900f252a7c9c83906148811,,,,DEFAULT,COMMON,,
xn--screvn-fgb,screvōn,&c,,,,,,a9dd2e28ffe21777b3c6f18beae6f5d7c2835ec1358c07777ca086234c04aaa9,,,,DEFAULT,DEFAULT,,
scrobble,scrobble,music,"scrobbled, scrobbler, scrobbles",,,,,3467afbb83964a0f3234f283494cb737ecefbdde1074c8e595412bf538067e8c,,,,COMMON,COMMON,,
scrobbled,scrobbled,music,"scrobble, scrobbler, scrobbles",,,,,28e4cfa47108ab65473fe7af77db08aedfd0fe5f4ed84693f8b6b5a5b0dabd23,,,,DEFAULT,DEFAULT,,
scrobbler,scrobbler,music,"scrobble, scrobbled, scrobbles",,,,,e5dd8754200d26e31b007f2c5493817be72eade83547278e0ff452b873d65ae7,,,,DEFAULT,DEFAULT,,
scrobbles,scrobbles,music,"scrobble, scrobbled, scrobbler",,,,,36d72e8e8241df2f308817b3ff7332d1878fb1ec808e21c30bc4550663e888a1,,,,DEFAULT,DEFAULT,,
scrot,scrot,"design, tech",scrots,,,,,17b13da2e0df15f2a1b4df21e111f23771bb923f44e57b653770963be96775c4,,TRUE,,DEFAULT,DEFAULT,,
scrots,scrots,"design, tech",scrot,,,,,3b429a171bed559d1a977865d97b4a20c83dcc8335841b6afeeb276360e19ce7,,TRUE,,DEFAULT,DEFAULT,,
scruples,scruples,&c,,,,,,c645a108720d3b2991dc7612ef1f4973c9016983d2ec231c8960b967ebc87e76,,,,COMMON,COMMON,,
scrupulous,scrupulous,&c,,,,,,e833e620fc7d220e7343a51b2a094531ddf3401de6400c377b18011b005cd275,,,,COMMON,COMMON,,
scsi,scsi,tech,,,,,,e286f6aef51ac140598f74ffc56c41b9d1b0139123a99245a2c0c6c8f349ca1c,,,,RARE,COMMON,,
secondbrain,secondbrain,"tech, write",,,,,,d71acc71f91573e3417aba5ac44e0eb68a97b102ede2f75fffe3ada513e4da7c,,,,DEFAULT,DEFAULT,,
seganet,seganet,"game, tech",,,,,,47690a2d03a4fe5b2929f4839fded6338d2d2e5427d3745e090a9880bada4114,,,,DEFAULT,DEFAULT,,
semblance,semblance,dictionary,,,,,,a0152157170bc4a087813d1b1928967aba1c66ccd2f8a9ab4f2b8dee9e3b6094,,,,DEFAULT,COMMON,,
xn--seorita-5za,señorita,culture,,,,,,e2b10ab3c6b799e2d1665564c9fd8c449c1c37356832a6e040cc43460404c64e,,TRUE,,DEFAULT,DEFAULT,,
sensu,sensu,,senzu,,,,,2d5d6541f7ab4431e77f8cdfd889dcf316ead8eba97f18c27a3e3393676270b1,,,,DEFAULT,COMMON,,
senzu,senzu,,sensu,,,,,10d430876f226c43332d6861ea102c51f45a31eb22715eaff03281704d07f7b7,,,,DEFAULT,DEFAULT,,
serene,serene,spiritual,,,,,,fbbea1f1a3ddaf1a0d187c2b12009795fec7ff3dbe58e85ec9c0444eab2514fc,,TRUE,,LEGENDARY,LEGENDARY,,
settai,settai,&c,,,,,,2cd5f2c3d9d8d68e945f48819672972a729c637eb6eff6c33738c542727766b4,,,,DEFAULT,DEFAULT,,
sevchenko,sevchenko,deus ex,,,,,,0a9306f89a8933cd9b455dd1ef1f0d9a22b94759196e2c2c53a7b86747c3ddbc,,,,DEFAULT,DEFAULT,,
sextus,sextus,&c,,,,,,18ef60e02a12366a1f3f5ad92931f5f72e20c23daee0b1ab3ddb0b81f0da882e,,,,DEFAULT,COMMON,,
shakenet,shakenet,,,,,,,47441cdfc342f80032d79d31239afd6509bf3a34b2f3072d4266d531be298c44,,,,DEFAULT,DEFAULT,,
shantelle,shantelle,,,,,private,,5944e2eab9a8ebe5a39acfbf531dd6d7028393dd7332602a1e77c5afdb591cae,,,,DEFAULT,DEFAULT,,
sheeple,sheeple,dictionary,,,,,,f6fc9ed1639e087fab9465b96823a46122c82cee05cb253a807070b7e51c14a4,,,,DEFAULT,DEFAULT,,
shimbun,shimbun,,shinbun,,,,newspaper in Japan,fe1626fd0721d2c6841ba4c0435f103e35adb6226f33de0a20d07231b9f94f60,,TRUE,,DEFAULT,DEFAULT,,
shinbun,shinbun,,shimbun,,,,newspaper in Japan,4ed2e4939881eedf64e67671b9e9ce71e500bc0537462d9a66ef8db010ba9176,,TRUE,,DEFAULT,DEFAULT,,
shindeiru,shindeiru,japan,shinderu,,,,,8bb5204b89d6fbb6fb8eec2cd2291a2bc554757a8a6639cfc4ecd8a0600966c8,,TRUE,,DEFAULT,DEFAULT,,
shinderu,shinderu,japan,shindeiru,,,,,707d2efb6ee5af9c7e37fba0cddbf9dc5537a673d86a43528941c483c493f137,,TRUE,,DEFAULT,DEFAULT,,
shinra,shinra,ff,,,,,,dfc7a883cf7e073ce7b2366b3b612bf5759a07b9d781d7550e36ff2badff828a,,,,DEFAULT,DEFAULT,,
shitpost,shitpost,,shitposts,,"fun, funny, meme, memes",,,2f7dedb4064c29522111992b8684c9742f23fc54f1a0f97cba6753daca7d1cc1,,TRUE,,DEFAULT,DEFAULT,,
shitposts,shitposts,,shitpost,,"fun, funny, meme, memes",,,c525e80e4cff1fdc31c66ffaeafa264bec3c39ef323e6feaab8e2704e51af3c4,,TRUE,,DEFAULT,DEFAULT,,
shmup,shmup,game,,,"game, fps, mmo, mmorpg, pixel, rpg, rts, scroll, side, sidescroll",,,b2a5d7864f677748f3283b3c65b4f9fbaf720e9a35cf0fe90343c81102346aec,,TRUE,,DEFAULT,DEFAULT,,
shoptld,shoptld,handshake,,,,,,572188c065be02b3ce095e0a4d479e9dc435fadb84d3b283967420221cef4a6c,,,,DEFAULT,DEFAULT,,
shorthand,shorthand,write,,,,,,793e0f53886283e3738b8e6fa4a0ac5d93e5e8f400fe825597f8646598dd7dc4,,TRUE,,DEFAULT,COMMON,,
shuttlecraft,shuttlecraft,cosmic,,,,,,e03c1963cd27479725d11db7f309f9be1cbc9cc3a2af210e4b44dacc7ff8b333,,,,DEFAULT,DEFAULT,,
sicht,sicht,health,,,,,"Scottish variant of ""sight""",4b7653fc5533cae6072087ed024c4148a27c91a6672a4d05cec1339323792fde,,,,RARE,COMMON,,
sickomode,sickomode,&c,,,,,,d0404925288731394198ee0197a93ead9874bdf2cf8a7b4cd19759c176366d2c,,,,DEFAULT,DEFAULT,,
sicksadworld,sicksadworld,daria,,,,,,f6057fafebacf0410761224085c9dfabdca2a221cd29f349891da48b04b8fe5d,,,,DEFAULT,DEFAULT,,
sidereal,sidereal,cosmic,,,"astro, astronomy, read, star",,,1236329954d61a00df0c19ce6c110cfcb3a4140f1cb715c6db420553bba54d71,,TRUE,,DEFAULT,RARE,,
sike,sike,culture,,,,,,a3b1e0b1b5c06d170051e890c1e7432ad3bafb3a78e7dd5241419fd3d549a14b,,TRUE,,COMMON,EPIC,,
skincity,skincity,&c,,,,,,f667be2f7d623d9780fc68354dc159c28f4a3036105ce5138d55042b24d22209,,,,DEFAULT,DEFAULT,,
skyridge,skyridge,&c,,,,,,779ae6e7ed71dd7ea0bccc46dbc06cd85553d56269df17d29bbae67977ac6e64,,,,DEFAULT,DEFAULT,,
skyvory,skyvory,&c,,,,,,7d1749a1561bf840da509ed91b730af5d7468de253f9c5e586b298443c63cd56,,,,DEFAULT,DEFAULT,,
slake,slake,dictionary,,,,,,803cd0089527ee7e1ea15c11729207ad27013a14036780420006027a7cec775c,,,,COMMON,COMMON,,
slanguage,slanguage,culture,,,,,,75f03425734ef6daeb666eae5f4e81ff865a1359674d141988493ee5cb5701e3,,TRUE,,COMMON,COMMON,,
sm64,sm64,game,,,,,,67234f44933279ba8aa14cc951f7a0c1e28e3dbc8120165fc90390328f9d9f3a,,,,DEFAULT,DEFAULT,,
smartr,smartr,business,,,,,,b04529d18a91a819534fe698151694ec9091a8904771ac6c50633ad80b525955,,,,DEFAULT,DEFAULT,,
snapback,snapback,"culture, fashion",snapbacks,,,,,b24b95b88d35db606dbea96d406d55a89e27d95aa3573401df642d60f81e103a,,TRUE,,COMMON,COMMON,,
snapbacks,snapbacks,"culture, fashion",snapback,,,,,93fad6794dc7d0fd01dda105be8683c8039db918cfbaa110a13429773f795929,,TRUE,,COMMON,COMMON,,
snowscape,snowscape,,,,,,,e5e3093fc70917dd8278d1d93442b6bec773c3e113022ce05dbed886ce5591b7,,,,COMMON,COMMON,,
socii,socii,tech,,,,private,,0b93b0cd65c809c3115b47db7ffe82c08a18983c4083d1ca16bbf0ecf44e9447,,,,COMMON,RARE,,
socio,socio,,,,,,,03bc99d17fcf0db02f18afeb19841903422432d1a51f2088a390bacb3794a6d4,,,,RARE,DEFAULT,,
softline,softline,write,,,,,,566a98dc1f6d1243c363bf3deb5d3278a67fc35dd07e1fb4b8cd7af6a90ed847,,,,DEFAULT,DEFAULT,,
soie,soie,fashion,,,,,,394b220df0342d9381c69226e641e836c011c5c3e2134e1fbfdaadb0cbfaf302,,TRUE,,EPIC,DEFAULT,,
solarium,solarium,,lunarium,,,,,b88584596f663cf3dc16f388515fffb62c2bfc41edda7709848126af1b8d23d0,,TRUE,,RARE,RARE,,
solarus,solarus,,,,,,,52f52237b1e0b0524c5463afd5e5df6c19886e6a1e08f86017cb2d8c6a77bea3,,,,DEFAULT,DEFAULT,,
soundfont,soundfont,"music, tech",soundfonts,,"file, files, game, games, play",,,a206eda058078c48e5dc9ae2254f85c72716737a1b37b9f640f91bef555f0ff0,,TRUE,,DEFAULT,DEFAULT,,
soundfonts,soundfonts,"music, tech",soundfont,,"file, files, game, games, play",,,48986b5cdfe8b4969a5c771ad49fbebd1876611f154af3b084dbd4b46649edff,,TRUE,,DEFAULT,DEFAULT,,
soundteam,soundteam,music,soundteams,,"game, music",,,08590f281175c4ada11161c341da72dd6533424ff93e64f5c5338799fd46ce6c,,TRUE,,DEFAULT,DEFAULT,,
soundteams,soundteams,music,soundteam,,"game, music",,,6bff4812c71c9d4be03790c4a5d50236b1700226aa46e4ec95e601a87220cc67,,TRUE,,DEFAULT,DEFAULT,,
southpaw,southpaw,generic,lefty,,,,,4c3e4ec73ca329a98db64c4354116439ea8dcb95ed968226812678d03f470689,,TRUE,,COMMON,COMMON,,
spaceandtime,spaceandtime,cosmic,,,,,,29a13000ee51ee5b6f5e21644b0497ca35b61606e6b2952f32e7a3b2118f7cce,,,,DEFAULT,DEFAULT,,
spacekid,spacekid,,,,,,,27053699029e2dd5218f826cfdfd3f78c9523b9d9f478157cf2247594bc273af,,,,DEFAULT,DEFAULT,,
spicylemon,spicylemon,,,,,,,6feceb1567b91b26c59a36ff24f7dc60e4562acae2752d9974b6c87b112ea022,,,,DEFAULT,DEFAULT,,
spicylemons,spicylemons,,,,,,,3db07b175e07d61a8d719f6ca1e8fc26db7d69125615ee794e7bdb27256f441f,,,,DEFAULT,DEFAULT,,
spiky,spiky,,,,,,,749a5511b7f41a994068b49bb5165961ae0ee76897105f977804456d25bee704,,,,COMMON,COMMON,,
spiny,spiny,&c,,,,,,be455588c828b03ef5bec63c04f375a8930c1fd396e4d4719d088b6216d1f4f1,,,,COMMON,COMMON,,
spitter,spitter,&c,,,,,,c86413706adbb899c9301834e2ff85fefb873be2d42c24fe5de75cc13499cf16,,,,COMMON,COMMON,,
starbase,starbase,cosmic,,,,,,d5ae1d8eb2c19c7cdd7508d1fc639aa297f7e51cb0e788207a2a578c5935e1ae,,,,DEFAULT,DEFAULT,,
starboard,starboard,cosmic,,,"aft, deck, king, marine, plastic, port, sup, the",,,f5fede148004518953e3d3f5cd2b7933b2cc12ec4136503384ae33884562d9fd,,TRUE,,COMMON,COMMON,,
starmada,starmada,cosmic,,,,,,390854701c281414cb234ed93a02a9cd331e054726761d3d8d5d636c104f0f3b,,,,DEFAULT,DEFAULT,,
starspace,starspace,,,,,,,40d283c633341d93be6ab921dc57dcbfed769f3d6d37f5b372a03f8fa8aff894,,,,DEFAULT,DEFAULT,,
stickynote,stickynote,business,,,,,,350798e890810f87c396c3876dfb2a68eb882fb8129e701a2c9100f66483f7af,,,,DEFAULT,DEFAULT,,
stockia,stockia,,,,,,,809090654b1f8a2e3196a50b8a393c7b54aadae0c31672fcc1700f730dab3d3d,,,,DEFAULT,DEFAULT,,
stockish,stockish,,,,,,,0819bc4602191afe5310e5eaed9d312e1e631ac1c763021dbb12211ee9f99b2f,,,,COMMON,COMMON,,
strace,strace,,,,,,,ce587d739870f40a1c73db68b3ea4037914a56109c8c604e7fd49c649d1d6fc5,,,,DEFAULT,DEFAULT,,
structs,structs,development,,,,,,8f1a48edd4841c65a2f0490ac9cb580021e239aac6a7a81cc01419c7bb5cd62f,,,,DEFAULT,DEFAULT,,
stylefile,stylefile,"design, fashion",,,,,,36fd221057916e42294c443c7edf2b2888d5e89c8c5bdef0c58547dc3aeb9b44,,,,DEFAULT,DEFAULT,,
subsection,subsection,generic,,,,,,e08105312da75873890568db8df2aee7c2155e064ff1ff8c0c23e78d7fa9dca3,,,,COMMON,EPIC,,
sugoi,sugoi,,,,,,,d88489d94937a7507385b1f54b794c3e9253d3d19db35fa08203e6565ffa2649,,TRUE,,DEFAULT,DEFAULT,,
sugoidekai,sugoidekai,japan,,,,,,dfc0028fbf9fc8ec93123fd5b3b867dd330f6c37e1fdf48e9be06347a9650c23,,,,DEFAULT,DEFAULT,,
sunkissed,sunkissed,,,,,,,0cb31a564b172dea0e5016037035f54f996ebc1e002fe24b6c2db2ebc3df8190,,,,DEFAULT,DEFAULT,,
sunroom,sunroom,,moonroom,,,,,5276c6b24275ec4c6c367faa853b077cd2d20f07c362854e0350224fdd6707b8,,TRUE,,COMMON,COMMON,,
superevilmegacorp,superevilmegacorp,business,,,,,,91c862d7b21100b1d5fcba3212876ba035dca625fb8dbca6bdcc3a2ca88c4fb6,,,,DEFAULT,DEFAULT,,
supers,supers,&c,,,,,,65290cbcb387382935d05190c1f8b914a0827a468a59efde2e1d7f32c79d6c94,,,,COMMON,COMMON,,
sushirrito,sushirrito,food,,,,,,a17753ac197553a54a7bbf7103473145c844b5579bc3e9858453e603ffc09d89,,TRUE,,DEFAULT,DEFAULT,,
susumu,susumu,,,,,,,c8154d31b7e77b0e4aa761f84b19471f95821274aa8d923d263dd58c0a131476,,,,LEGENDARY,RARE,,
svpply,svpply,"design, development",,,,,,f230662c7262c02ce4ddf39b757c99a7f0f260fd367f300cb212482d9237d645,,TRUE,,DEFAULT,DEFAULT,,
swathes,swathes,&c,,,,,,bd14e1db32a573f3ba395a395edafee12b8edcd06df521233dcb2c431272f71a,,,,COMMON,COMMON,,
sweetleaf,sweetleaf,"food, nature",,,,,,86b67e017c62b23b2f97276584133c55e66fc19500e6bff2ef1ce3f2d241f1c6,,,,COMMON,COMMON,,
swiftui,swiftui,development,,,,,,8c10c0ab98ee2f63c55943e19ac85f0a44628320a63978c80c9d1a0d49dbf229,,,,DEFAULT,DEFAULT,,
