ascii,unicode,collection,pairs,reserved,premium,status,notes,hash,nope,beachfront,description,tier,tier (toptlds),emoji,reserved
extracurricular,extracurricular,generic,,,"activities, activity, game, games, hobbies, hobby, sport, sports",,,a34a2aae3fd0e93602ddc0be81331faeb4c2f76b9ba1982a5df8fb061b25d472,,TRUE,,DEFAULT,DEFAULT,,
extracurriculars,extracurriculars,,,,,,,dc564caf6688ab40a61289062869900ffb1ad91f02dbc39474c3db94b1411fe1,,,,DEFAULT,DEFAULT,,
eyedrop,eyedrop,health,,,,,,29dbf2ebed3db0b51e8b6b68f3fd15286ceee221b515555a05c894e91ac3d272,,,,COMMON,COMMON,,
eyedrops,eyedrops,health,,,,,,829efa81e14ce7e7cae4fc3e790d2cc44d4b95c0ad265f52f59848e67ccac0f0,,,,DEFAULT,DEFAULT,,
fairpoint,fairpoint,politics,,,"argue, debate",,,4e5d67712862afb8f6021ae6d93624001da8d407bf9a45e47bffa204a92918d8,,TRUE,,DEFAULT,DEFAULT,,
fanhouse,fanhouse,&c,,,,,,dbaf397064d089ac21a7a78e834073f8dbf9ae8d509dad1b618b2c18fd8fa42a,,,,COMMON,RARE,,
faridahmalik,faridahmalik,deus ex,,,,,,769e175bebb00141a4fe633c0285ad521b7f2626110e694e69e5c4600b2a13f4,,,,DEFAULT,DEFAULT,,
fimbrethil,fimbrethil,,,,,,,fe42b84f993bb1aa0d394d9714656dae5854436ef159b44a15f03896c851723e,,,,DEFAULT,DEFAULT,,
finochio,finochio,&c,,,,,,519d2eeb696e77160dce6adf8abfd2ff9df6e55756c7bf81e85e516d53c6acc3,,,,COMMON,RARE,,
flourchild,flourchild,food,,,,,,9e54f54413460f339662d9acd030790252a45cf00744fb410f2480dc9a8bfc30,,,,DEFAULT,DEFAULT,,
flsmidth,flsmidth,&c,,,,,,a545202b5acc494065dc8ad42e0eddb0f72e5bbd3eb10269e62c944a38ddf7de,,,,DEFAULT,DEFAULT,,
forewarn,forewarn,,,,,,,2b8df8ccc106adb860081f60557f688b58883b2d09489cf31d2685586518ba51,,,,DEFAULT,COMMON,,
fowa,fowa,&c,,,,,,b7070251ee80df20fc6375b86150c053d91186af2e485d7d7fdf755d5b678b95,,,,DEFAULT,COMMON,,
freq,freq,,,,,,,bb7795a652e4efd98956fd653de244dfa73d444b6145515e1a65db78faa242e1,,TRUE,,RARE,RARE,,
frontstreet,frontstreet,culture,,,,,,878fddaa60820b9d9015c3668e3c86bd8eb462c5ab5247cdd09f27329bc4f67f,,,,DEFAULT,DEFAULT,,
futuros,futuros,tech,futurus,,,,,871e617af3217e480ec93f62a1fd2dd8d8089f593b3027fda9ed3dbc92207742,,TRUE,,DEFAULT,DEFAULT,,
futurus,futurus,tech,futuros,,,,,2cd7b23d5a6f93ea610e1ee97d5cdd3dd1fa9b052a8429061b8be64b804ef6f6,,TRUE,,DEFAULT,DEFAULT,,
g3niu5,g3niu5,,,,,private,,ac832b19b419b2cf495b4f9af6d79a1073f372c91b11d0eb4541abb25c3f2b5c,,,,DEFAULT,DEFAULT,,
gabs,gabs,&c,,,,,,a6b2d73d9fae9bbc7e66d8244edcf5c584018dd9aecb0efc987d828229d0f29d,,,,COMMON,RARE,,
galant,galant,,,,,,,5f04f3b41a74e785827bccb82c859387868b5ef124825bb9610228dfaa08529c,,,,RARE,COMMON,,
gambe,gambe,,,,,,,35410658cdee64748d4c95cbc100399f998fe5f9de80199121056e5dbb410a86,,,,RARE,COMMON,,
gameai,gameai,game,,,,,,aefa96eec4c814d362609114e8f0174b91026f15cd00135bb71af5da48b6c5b5,,,,DEFAULT,DEFAULT,,
gamestart,gamestart,"game, sports",,,ready,,,5518a54015e62cc8d0a2af2c56713a7c590ae8f87482ac842b8ee00965e50ffe,,TRUE,,DEFAULT,DEFAULT,,
gapelia,gapelia,,,,,,,45ca8d576774dffcae714ca134b07a0b6f387c93980cfedba962a679c047b3f0,,,,DEFAULT,DEFAULT,,
gasps,gasps,"dictionary, generic",,,,,,094817ce875012d9e931bc42005d4873601a3ec5c904d2aaaf431a9c0e5b0256,,,,COMMON,COMMON,,
gauges,gauges,&c,,,,,,ef4f736a36d237e23b51508251b9f4a511226b45384d881e3411a0c0fdcd94a7,,,,COMMON,RARE,,
gaum,gaum,dictionary,,,,,,044b812fc63e45787e47345194c6a21278968396d3f28c73cc3a4e5ea9e8c8a1,,,,COMMON,EPIC,,
geishas,geishas,&c,,,,,,9f5d14967f04c97580cbbad020c6de4ad10b226d09b7aa95d0cb3d94e90eda7c,,,,DEFAULT,COMMON,,
germantown,germantown,&c,,,,,,475fb01282df5a7d703f7c79f1b492efa49ec64016794a5eda68433f09907dca,,,,DEFAULT,COMMON,,
gesicht,gesicht,dictionary,,,,,"""face""in German",1738f30b1494ce98b30d7c57a5a186a0609e20ec5583ce55a94e41874ce1204e,,,,EPIC,DEFAULT,,
getfile,getfile,tech,,,,,,afc84bf777d781202f3451fc0fd2ccf67fe1c28a4dfcc1f0fa4196d7f569ba31,,,,DEFAULT,DEFAULT,,
getfiles,getfiles,tech,,,,,,2dd82b9896cc930a3dae456bae39a13cac5ebdbf9d0046f32e7d3df80d6e0389,,,,DEFAULT,DEFAULT,,
ghostnet,ghostnet,,,,,,,4378ea1648b4e2d7c14d9dc87601b0ff5d888534c34979a25b0e14d056538a10,,,,DEFAULT,DEFAULT,,
gingnet,gingnet,mmbn,,,,private,,e92e913d0bc7320cb21b0ec9a390c0471f9b637da5d0027de3bfdab3e2f95543,,,,DEFAULT,DEFAULT,,
gitgud,gitgud,,,,,,,292eb966d4f527ad65ca6ebb044b6d2e2fb0e80d2b11600534db4fa2435e0bfb,,,,DEFAULT,DEFAULT,,
glaceon,glaceon,&c,,,,,,3e32d5855fc8904cf5a8012ca74cca2a0ab95c94fd6dcbc63cbb14e443ec9436,,,,DEFAULT,DEFAULT,,
glacier,glacier,nature,,,,,,4a9dde168272c0b86bfdbc3ddfd312bc96a869b5f3933387db9b11248c3bce2d,,TRUE,,COMMON,COMMON,,
xn--glasshtte-v9a,glasshütte,&c,,,,,"Town in Germany, birth of watchmaking",6621bf85579476e75bc0ba4ba9ce5d4683fded3a48c8a6dd5d039bf2ed4acbb6,,,,DEFAULT,DEFAULT,,
gleefresh,gleefresh,,"doomscroll, doomsurf, goodscroll",,,,,eff1c699b335dd8bd0ed55e2cae49cfb8dc1810dd646e37bb6f4cb8d3cc684f7,,TRUE,,DEFAULT,DEFAULT,,
globalpartner,globalpartner,business,,,,,,4a8c6cfa7f94c5bc668f8cbf942b7b58c9dd694cb539080f891bc827cf084f7f,,,,DEFAULT,DEFAULT,,
goldeye,goldeye,nature,,,,,,c25b0f5541aa7c01541c22b7803af0250a4ee5403a00569b1ae68f7dcbfea9c0,,,,DEFAULT,COMMON,,
goldwind,goldwind,&c,,,,,,7b41400aa2c64e3ea12410ba9f401600b57f784b08ecd39fff05aa30a8bdb69d,,,,DEFAULT,DEFAULT,,
goodscroll,goodscroll,"culture, tech","doomscroll, doomsurf, gleefresh",,,,,7e21bfda3d03a1a6fafd46121ddc2063e5ba3d202030f62ccecea3ed8ba14d39,,TRUE,,DEFAULT,DEFAULT,,
gorp,gorp,,,,,,,c54ef2ce9c3856b5ec20c06b877a74ac25adadc7ca38673bf0f591f2244fa08c,,TRUE,,DEFAULT,COMMON,,
gouesse,gouesse,&c,,,"duckduck, goose",,,5bb37775d107c9bd8530532430e2df56dcf43c426ace6421cf4f87fdd4e5c748,,,,DEFAULT,DEFAULT,,
gourde,gourde,business,,,,,,cc0c57f703e5c9c07d6dc92ea39ce75aee9b05b2b10fc3d5e1b785c2ebfe6f27,,,,RARE,RARE,,
govfin,govfin,politics,,,,,,19084850c1d6a1a3ff12c04f5b502643a06d8519cf4f0a3a9b6749d0f788e027,,,,DEFAULT,DEFAULT,,
grandiose,grandiose,"culture, generic",,,"extra, great, impress, lux",,,f522e6bb3e02691f6080bfb47938197e5f5a13360304b4729f8f85977293a6bb,,TRUE,,RARE,COMMON,,
granulate,granulate,"food, generic",,,,,,9864c0897724af846b3ab8ca2c334ec8c9cabcfe89b41b8277d03d6062694cb7,,,,COMMON,COMMON,,
graphiql,graphiql,development,,,,private,,bfcccdca013f88dee21bebb2b63d70213fbc7095448d85004077473e1c4c6896,,,,DEFAULT,DEFAULT,,
greenback,greenback,business,,,,,,4dc815bb1d54d27089065cdb3f7c3d84b6dd1669bb741b2f9f4107e23955dc59,,,,DEFAULT,COMMON,,
greenbook,greenbook,culture,,,,,,b4a583a78f05f78183055135b7b4dd336e8674a51a5992bbbc962a7f6e89c509,,,,DEFAULT,DEFAULT,,
grins,grins,&c,,,,,,b19e71dd8d286cc3e5f2743ef7d65caf73e6f01d1bcea5f560c1806df852aa04,,,,RARE,COMMON,,
grundare,grundare,generic,,,,,"Swedish for ""founder""",b6cfa04ec9401eb615b8a08113f84c1638d34640cb8c98e287ae44569be386a2,,TRUE,,DEFAULT,DEFAULT,,
guffaw,guffaw,"media, generic",,,"big, lol",,,1050771b6bc171602485a6576e1e99f618292ba8cc50054040b0facfd668010e,,TRUE,,COMMON,COMMON,,
guincool,guincool,mmbn,,,,private,,c8d3a817d4892b7d1dfce2cabe75940d2544a69cf6e5edbeb0dd1eaccb9d5cde,,,,DEFAULT,DEFAULT,,
hackerspace,hackerspace,,,,,,,18a9f1b762c3e012e72428dd86ee34328fc0af6e31342f73e746b7286b1e5749,,,,COMMON,DEFAULT,,
hackerspaces,hackerspaces,,,,,,,59be684b6a4e302155a5415a799e7188af782c563f277416ef9486f8f5113997,,,,DEFAULT,DEFAULT,,
hacoin,hacoin,,,,,,,88cfe2caed900c9f7895daf762b045fa5aee9a01cc29903798f8f0bef5da19ec,,,,DEFAULT,DEFAULT,,
halcyon,halcyon,,,,,,,e3c6f81d5368206c681490c708cc30089b897e5dfd5ddb12e8d8582b8622a139,,,,COMMON,COMMON,,
halide,halide,science,,"app, ios","cam, camera, photography",,,d8d279b425fc6d1956ea6ec48bb1d59b55d9e45dfcaf5f295123ba958856f69c,,TRUE,,LEGENDARY,RARE,,
hallet,hallet,,,,,,,7e968a1242777278995bb341f2fab518507e4e2e12734c43a0c40dbec24a9f21,,,,DEFAULT,DEFAULT,,
handlebar,handlebar,,,,,,,6af5b0636fb646900412dbde3e6badee5fd3fbfaf2a190e48181e9c0e985c144,,,,COMMON,COMMON,,
handyname,handyname,"generic, handshake",,,,,,a7282c04ea9c2f161aca1a3f519599f7ac976a15497a1fe40fa58438976648a1,,TRUE,,DEFAULT,DEFAULT,,
hause,hause,&c,,,,,,a2fafdea106a30b5fb940f270e7644454647d9ca000c2feb2bfe8e3a4bb4e65d,,,,RARE,RARE,,
hdtp,hdtp,,,,,,,02cfd9c1c124d68e8180d440bc273e2beb02c628fbd2702eb1a277ddc56a2cc0,,,,DEFAULT,COMMON,,
headnod,headnod,,,,,,,0c36cbaa08468a4ef4e633a31eabc8a68f91ff9bd4669536af928dbc88504cc7,,,,DEFAULT,DEFAULT,,
hengshan,hengshan,deus ex,,,,,,a73d8d1c0328250f8b38521b2ad3297343f8c12f7f034bd837f6a09d89f7ba95,,,,DEFAULT,DEFAULT,,
hepta,hepta,,,,,,,33fdd8d0612ad0e3b1f41bcafb68305cc8ef5379ae1f4aa8359684884d91a520,,,,RARE,DEFAULT,,
herbivore,herbivore,"food, generic",,,,,,96ec73e3b5a875c6a92c5cfd61d85f647bbfed98178c76cbf72e358c665d36e7,,TRUE,,RARE,COMMON,,
hereinafter,hereinafter,,hereunder,,,,,31765e6af48e5e03edc4dc79d7797822f3cf2f09d042184e86acf62e4a9e8817,,TRUE,,DEFAULT,COMMON,,
hereunder,hereunder,,hereinafter,,,,,b3189dfc8e0e6cfe4561883660eb03f6143960c2e0ea6769a8316d68a9424741,,,,COMMON,COMMON,,
hexa,hexa,design,hsla,,"color, colour, palette",,,2559b5b54a31e8cd4bb4d3200b4a6fd0168c7d545dcecb673b2dd8c6f613d04a,,TRUE,"""hexa"" denotes anything divided into six parts.",RARE,EPIC,,
hexplore,hexplore,,,,,,,7357daf99c1daf9d017be86a2ea19ef50b63a1a87ce6da21ebba622d65fba972,,,,DEFAULT,DEFAULT,,
hexplorer,hexplorer,,,,,,,b138ccb3fedca45523c944f208bc5562c326f26a8129f1d0f41f755ccc12f305,,,,DEFAULT,DEFAULT,,
hieroglyph,hieroglyph,culture,"hieroglyphic, hieroglyphics, hieroglyphs",,"ancient, egypt, egyptian, emoji, lang, language, lost, mystic, mystical, mythic, mythical, original, sacred, script, scripts, write",,,258f691e50d342add09a649122ddf3426df4a5f603c381b5c15bae255a21daec,,TRUE,,COMMON,COMMON,,
hieroglyphic,hieroglyphic,culture,"hieroglyph, hieroglyphics, hieroglyphs",,"ancient, egypt, egyptian, emoji, lang, language, lost, mystic, mystical, mythic, mythical, original, sacred, script, scripts, write",,,6d5dacd7eee1518df1b6a93dcd01407f10abe357c104b506d71676d34efb2adb,,TRUE,,DEFAULT,COMMON,,
hieroglyphics,hieroglyphics,culture,"hieroglyph, hieroglyphic, hieroglyphs",,"ancient, egypt, egyptian, emoji, lang, language, lost, mystic, mystical, mythic, mythical, original, sacred, script, scripts, write",,,5cef2e91e798be3004c49ce53201a4fbdf96044875f5a2f01891d148bdc7f4cf,,TRUE,,DEFAULT,DEFAULT,,
hieroglyphs,hieroglyphs,culture,"hieroglyph, hieroglyphic, hieroglyphics",,"ancient, egypt, egyptian, emoji, lang, language, lost, mystic, mystical, mythic, mythical, original, sacred, script, scripts, write",,,41682bba3478da6444b89d7e23a73b60a751eadf800151af8e221301bc817406,,TRUE,,DEFAULT,DEFAULT,,
hikari,hikari,mmbn,,,,private,,ddb349d481e5bf9f1ba204106ae338025165b8317ee86c660500971040cff5ec,,,,RARE,DEFAULT,,
hinobi,hinobi,,,,,,,2175215c3853df9d6972792ca8cbf011791fe73aa7526017af67df326359e354,,,,DEFAULT,DEFAULT,,
histamine,histamine,health,,,,,,f0a83fab764940bb3070303607c5a6a94b256b5ebeadb5f653392ecf6168efac,,,,COMMON,COMMON,,
hoatzin,hoatzin,nature,,,,,,ee3df11b60efc68c23185e76e1f4ee2ec628d539fc1bc0b570f6d7c575642c29,,,,RARE,COMMON,,
hocoin,hocoin,,,,,,,5f8d50a1e784fdc4f2676ca2b5e97d086634ab14f52284b71575834005432e7a,,,,DEFAULT,DEFAULT,,
holarchy,holarchy,,,,,,,c3af3fe67ac0c02dfb6fdd214932342ce4f2569c8b4cc31ddc7c31f98921970b,,,,DEFAULT,DEFAULT,,
homeroom,homeroom,education,,,"abc, academic, academy, app, elementary, first, hs, junior, k12, montessori, primary, school, secondary, xyz",,,647c77a1948582a714c31aeded9adb3b5589692a8d4a1b4475d2e83f7d5be4be,,TRUE,,COMMON,RARE,,
hominem,hominem,dictionary,,,,,,7ccf861713f3fcc678e07ee7df2efd95946b1f055c7fe45bdbe1135bed3a1e49,,,,DEFAULT,COMMON,,
hooligans,hooligans,,,,,,,ed2a6bd4c92f50a20315187c89dadaec1de47eab7b1cbaaeb35496270a95770f,,,,RARE,COMMON,,
horoscopy,horoscopy,,,,,,,92070021d7d71bcf08e164440cf3d35437d996bb73b99300cc99bde7abc442ef,,TRUE,,COMMON,COMMON,,
hostweb,hostweb,,,,,,great name for a webhosting service,920231910705e56ada684c19047cc92efd91a9d126cdec2b7af3d93eafbf5994,,,,DEFAULT,DEFAULT,,
hsla,hsla,design,hexa,,"color, colour, palette",,,4409d8630968118ab54057f013f44fc25ea97e3de15b543444e24e46b6a03eeb,,TRUE,"""hsla"" refers to a type of steel as well as a way to represent color in CSS.",DEFAULT,COMMON,,
htop,htop,development,,,,,,ddf3081b5e83b7ce54a23dfb469e998206595f761c04e9ab3c2e0356cfaa945c,,TRUE,,DEFAULT,COMMON,,
httpx,httpx,tech,,,,,,663771205bbad92d3c3275ba9d89962fbc851ea3b220b688fb3d85b1f3260622,,TRUE,,DEFAULT,DEFAULT,,
hucoin,hucoin,decentralize,,,,,,d4f37d211cdb17cb52f390ed0ff5379ca23ea2b5ac43e08f07d94a80b509140e,,,,DEFAULT,DEFAULT,,
hullo,hullo,,,,,,,224c73e102b70824df40a0f5fd3056346c7e98652950c8eb7531e39077060c0d,,,,COMMON,COMMON,,
humanityfront,humanityfront,deus ex,,,,,,61a3cdee1326635168a1ab3485af3215da25772441a5dbfd1491546338a1b77c,,,,DEFAULT,DEFAULT,,
humanoid,humanoid,generic,humanoids,,,,,af16fcc875572ad2c3b1376a059489c146172500a8a5659021d1d722295c003f,,TRUE,,COMMON,RARE,,
humanoids,humanoids,generic,humanoid,,,,,a51d576461c0878ca450af3cf1c3c2a2ee286bd6c981079649256387fbabb62b,,TRUE,,DEFAULT,COMMON,,
hundredth,hundredth,&c,,,time,,,276055dbeb0b786f3ab50c792b103213cdfa36feb1d72a00c0d5799cdae72fff,,,,COMMON,COMMON,,
hurried,hurried,&c,,,,,,369cef02dfcba16890e7c8faf6f5bad572e7f57122c152caacc6788caaf7060e,,,,DEFAULT,COMMON,,
hurriedly,hurriedly,&c,,,,,,9f469639c3b12fb92b6b2d5e8e6f5ef0fa0efd35ed6a1e9857c6055004230638,,,,DEFAULT,COMMON,,
husbae,husbae,,,,,,,aebef620c057a6feea7cfd6476d58c9e8f36cc2fd8d1778c8dc75cc23d4b4792,,,,LEGENDARY,DEFAULT,,
hwhois,hwhois,handshake,,,,private,,03cdb8a8ee94a6b9b9ecde758e28a20598aae1e5db933de0e1c0014cafe7cabf,,,,DEFAULT,DEFAULT,,
hypertime,hypertime,cosmic,,,,,,6dab8066e3783df1b34980f5b5d07b6ece288d434e9115792152fa9c3c22a8bc,,,,DEFAULT,DEFAULT,,
hyphen,hyphen,write,,,,,,35c57aec3f0069a4b9a9d4f6fc5736b154ec531b96519ec1d18bfba7335bb82e,,TRUE,,RARE,COMMON,,
hyphenates,hyphenates,&c,,,,,,f6e5fb4e73aff9d5eb7dead3afff4d2245506afb2ea6adeabe1be789c0e2d16e,,,,COMMON,COMMON,,
hyphop,hyphop,music,,,,,,83959b3b61082acbc2228bc3f20ad2ec3e15af47b4b0051034590154cd8a2a90,,TRUE,,DEFAULT,DEFAULT,,
ian,ian,,,,,private,,5d750f7e23a6398892640c24823f470df60ac84717dffab876348dd72a702db5,,,,LEGENDARY,LEGENDARY,,
icsu,icsu,&c,,,,,,d6121c1e45e15e9e19c1760820588f0c3015fd3f0e333e32615271ab30078d9e,,,,DEFAULT,COMMON,,
ideas-never-cease,ideas-never-cease,,,,,private,,838ae42a2afeac2e9a1fae9bf1cc5e361f78cfc53f2b8aa0bbca1db89d9b419b,,,,DEFAULT,DEFAULT,,
illos,illos,design,,,,,,8038ad1192ef6a3016ac9af749a541876c04f5d0153f83d6ea1a3a6265a31d98,,,,DEFAULT,DEFAULT,,
illuminatus,illuminatus,politics,,,,,,42b2200d62512b315100e298de2ce50a460d29d54711da1ef63e354e0304ed0a,,TRUE,,COMMON,COMMON,,
illumines,illumines,&c,,,,,,39d36d97ea7fec8e22bebcb7a9a3368c9b12cfa4aa56a61a4d182733d35bd15d,,,,COMMON,COMMON,,
immudb,immudb,development,,,"database, db",,,6ecc2eb11609c6323fc7de26fee2aaff24f71acc8b9974e21af1736ae59e3879,,,,DEFAULT,DEFAULT,,
impresario,impresario,generic,,,"act, acting, music, perform, performance",,,cf6691e50876abd637aa56478ffc56a3714e089bd90be72cc708c34ac0c65096,,TRUE,,RARE,RARE,,
inasmuch,inasmuch,write,insomuch,,,,,99e190db843e9962c536979428ae31c260ae28e79943c65c14cc1af764c7b026,,TRUE,,COMMON,COMMON,,
incan,incan,&c,,,,,,25bce9b0574a071e7e9dee107ce60aa760f34f3e86c2ec3e9beafdca44643b87,,,,COMMON,COMMON,,
incans,incans,&c,,,,,,70a8ecc78b5b3aa788c0dedfaed65ef573e31c0c8ffc9e97ec5d7ec51558da07,,,,DEFAULT,DEFAULT,,
incantation,incantation,spiritual,,,"salem, witch, witchy",,,562b7d58a384cbcaf306512df43e8ae04439699b764ed2f237a0a90d7d466c7f,,,,COMMON,COMMON,,
incants,incants,&c,,,,,,5f945e0ef5cc57361abfb8246e8d0db993a2acbd39ff59178b518f3cdf91802d,,,,DEFAULT,DEFAULT,,
incorpo,incorpo,business,,,,,,5309375bf445a505344611a25e36faf540cce1312a251eb6f847eccde03cf638,,TRUE,,DEFAULT,DEFAULT,,
indexdb,indexdb,development,,,"database, db",,,ed2dc61d56096e83f38fef5639ec7125989621078c5c48c5ff35e270aa12fecc,,,,DEFAULT,DEFAULT,,
indexof,indexof,,,,,,,e27365f98c8e44e69e5ba5661374478f6d27f39beac614c3003ad2779a8b39f4,,TRUE,,DEFAULT,DEFAULT,,
indigena,indigena,,,,,,,562023e7b50a9755b6d63353e1e7b564ff4c3d142655c68e1dd54996869e773f,,,,COMMON,RARE,,
infocenter,infocenter,tech,,,,,,52a841873513257e3369db470f34de6fe2034f5a419b032a29dffce05ff435ad,,TRUE,,COMMON,DEFAULT,,
infolink,infolink,"deus ex, tech",,,,,,2cb61ce1acb2d7060eb1899e88289ae77454c9ab212379241e222807e08ab923,,TRUE,,DEFAULT,DEFAULT,,
initial,initial,,initials,,,,,56d59ff5c87871f01bbc927f720e306d2acf9a2b1b757d013aecee7d71018881,,TRUE,,LEGENDARY,EPIC,,
initials,initials,,initial,,,,,6211a7ddee5adb3f452f3b0f5d91f215901074534bc664f4d74853b2239e2033,,TRUE,,COMMON,RARE,,
innaco,innaco,handshake,,,,private,,26aac2e71a7f9c7337b0644b632575a71a241c44bd20d2cabac9461d065ad854,,,,DEFAULT,DEFAULT,,
innanet,innanet,,,,,,,88afdb5d511760af54df1409dd9b4dc73eb3d6988be409fd71aefe7a04f594ce,,TRUE,,DEFAULT,DEFAULT,,
inoke,inoke,&c,,,,,,f44f918c265ecc923257c0203ca878bd87ea60bad874d070099fc7c07724453b,,,,RARE,DEFAULT,,
insipid,insipid,dictionary,,,"explore, explorer, travel, traveler",,,3113884d552d09e1d2a07b326befa57936bbe4cfdbb41222164f0aa1a00363b5,,,,DEFAULT,COMMON,,
insomuch,insomuch,write,inasmuch,,,,,37fa67216085baf66b301faf35673ad618c0b329216b9196e7021ba09ad80e0e,,TRUE,,COMMON,COMMON,,
instr,instr,,,,,,,b98f0ea4fdf8aacbd55303a67f5f96715ebc96d64304eed0251db0882ad1e8d9,,,,DEFAULT,COMMON,,
interior,interior,"design, generic",,,"build, create, design, secretary",,,b971193159b9fe12f775f7521ab211421ca9455831356617ccdee94b6179d6bf,,TRUE,,EPIC,EPIC,,
intermix,intermix,&c,,,,,,af696a0de05a5c6d3f9f70411d69eacb8413c96b9ca5ad202854bc5b5fb6cb83,,,,DEFAULT,COMMON,,
internetcity,internetcity,mmbn,,,,private,,00d79d6cbbe273e1efc909abf6d92fceac02f752ab3dd527edd40207c3bdebf2,,,,DEFAULT,DEFAULT,,
internetpoint,internetpoint,tech,internetpoints,,"get, lose, my, win",,,3574d84613c5da397ded16715fc10be48786f203c88b9443c5b8541a1812b3d4,,TRUE,,DEFAULT,DEFAULT,,
internetpoints,internetpoints,tech,internetpoint,,"get, lose, my, win",,,5a0162979f4a421eb322b5d0e7dee8494ba27c5f1cf2b62777cd2d039b9be3b9,,TRUE,,DEFAULT,DEFAULT,,
interoffice,interoffice,,,,,,,b6b7c552b324b11f66ce6847e984257cadf850c24e521af4e4a12be4b3bc23f6,,,,DEFAULT,COMMON,,
interreto,interreto,,,,,,,e784c552d7c56f5a1541adb77b71299e4540d0323083ec1163f38807e79ee853,,,,DEFAULT,DEFAULT,,
inventio,inventio,,,,,,,f0f494b72ace468244cec4a67b7c0ead259106f47e9fb0ea779562fda3118c92,,,,DEFAULT,DEFAULT,,
iotae,iotae,&c,,,,,,949401140eaba0518aa9d1c84f811e7ca98596f4a797f151235958965cb72673,,,,DEFAULT,DEFAULT,,
iotas,iotas,&c,,,,,,47a09932b80c261d81c854343480f0ed4c9a47183ffe67e365b058112b3e0233,,,,COMMON,RARE,,
irongeek,irongeek,&c,,,,,,6c9e3f8182d865bef92ea092838e9c25480e7ec102ec81fc15862aba9799057a,,,,DEFAULT,DEFAULT,,
isolay,isolay,deus ex,,,,,,502d3dc889d08a64ef4e27c7371380aa7d88999eba15f0f852fa9fee416c2477,,,,DEFAULT,DEFAULT,,
jamaicans,jamaicans,culture,,,,,,1df8125dc8185b65ca4cacbd197e012b00d2edf495952673ef47bbd630f50154,,,,COMMON,COMMON,,
jargon,jargon,tech,technobabble,,"activity, group, obscure, pro, tech, technical, techno, trade",,,ae20aefd6d5ac1bf414ec2823f0f7864d8828656c3e353bf30e47b8fc2b9b99a,,TRUE,,LEGENDARY,COMMON,,
jeer,jeer,culture,,,,,,8eba6231df8f4cb75741fca1285cf62d2d870c6bc00989d44e549184f0bc2a45,,,,COMMON,EPIC,,
jinzu,jinzu,&c,,,,,,5470ab3fe3df7c78a280cebd19d2ad0e9a265a56447b8ef60783b2616e52baf4,,,,DEFAULT,DEFAULT,,
jomo,jomo,culture,,,,,,cab4dbfd6bb67314421cad0c6f0afd2897cc8706174182a4a93d16e5cf7bbf42,,TRUE,,DEFAULT,COMMON,,
kajillion,kajillion,culture,,,,,,65a72620fdb8e4c451068bbd6b36f0ddc2ca34e087ce53afb86b102a75960caf,,,,DEFAULT,DEFAULT,,
kebu,kebu,&c,,,,,,e3d0fb08af9a297883ca6758e53bc63a05f677ccc96fbf47672dda010a7feec1,,,,DEFAULT,COMMON,,
kera,kera,,,,,,,9f53a298dcab528d2d3b8193a7d62be0cf142617d7e4cf63a65e36691abed7c7,,,,RARE,COMMON,,
kitchencollective,kitchencollective,music,,,,private,,22a2302f43c70c90a36aa63d868032f1c63fcb71feea22e906ee41472c70b8d3,,,,DEFAULT,DEFAULT,,
kitsune,kitsune,,,,,,nine-tailed fox spirit (Japanese),fa2b9210f5bac7b7cc90e018754576ad489b8d444fc9f6d68ce11bb1afdea92e,,TRUE,,DEFAULT,DEFAULT,,
kolor,kolor,design,"colors, kolors","copic, crayola","a11y, bad, best, bright, crayola, copic, dull, fav, favorite, favourite, good, great, my, paint, pantone, skin, swatch",,,ad7c688ee2622a9b7c55f03936d20bffb19233d17019cb0105f22723cd317301,,TRUE,,DEFAULT,DEFAULT,,
kolors,kolors,design,"colors, kolor","copic, crayola","a11y, bad, best, bright, crayola, copic, dull, fav, favorite, favourite, good, great, my, paint, pantone, skin, swatch",,,d952b66943e39637cc7118d34e6348e551e1d9d5b289094b81c19608567267b0,,TRUE,,DEFAULT,DEFAULT,,
kotei,kotei,&c,,,,,,dc725bfccb4fe3ca33c46a36b6bca45aa3413e6df86e4768efa36092076668b7,,,,DEFAULT,DEFAULT,,
krispies,krispies,food,,,,,,bf1bba98da636976bac5b6cce3ff9b7d3e0da303fa97f15c0dffc469c578d6ab,,,,COMMON,COMMON,,
ksar,ksar,&c,,,,,,42d379a6eb5e0146a41d5bc34bdfb45709f8573cc7d8b86c8a3c446a531a4ccb,,,,RARE,RARE,,
kusanagi,kusanagi,gits,,,,,,afb8c370d905945c03281fd65423ecc48ec4518a43200545bb63b08c39d9488b,,,,DEFAULT,DEFAULT,,
kyunstep,kyunstep,japan,,,,,,3865493d77935184f48d48ad2dff572140fdf09a02e86690ce889e41f2489f9f,,,,DEFAULT,DEFAULT,,
l0pht,l0pht,,lopht,Y,,,,8420acaee1e93244050ee51491c474690786e77c189a47700f146fff98b902fc,,,,DEFAULT,DEFAULT,,
labio,labio,generic,,,,,,90943053e959c1c5583015b8eba97f1bab88c5562140abc6470161a9b13febfc,,TRUE,,RARE,DEFAULT,,
labium,labium,,,,,,,f3ca2b2d470239182304dd9205bf4f455af4cbdb431b82f16677603aef1696c4,,,,RARE,RARE,,
